KIC,Teff_spec,e_Teff_spec,[M/H],e_[M/H],Dnu,e_Dnu,ra,ra_error,dec,dec_error,parallax,parallax_error,phot_bp_mean_mag,phot_rp_mean_mag,phot_g_mean_mag,astrometric_params_solved,nu_eff_used_in_astrometry,pseudocolour,ecl_lat,j_m,j_msigcom,h_m,h_msigcom,k_m,k_msigcom,rpgeo,ebv,phot_g_mean_mag_corr,logg,Teff,e_Teff,luminosity,e_luminosity,numax_yu,e_numax_yu,numax,e_numax
7302117,5036.939,100,-0.07317255,0.06,15.449,0.044,297.2154116897955,0.007719564,42.8464487345712,0.009698654,1.0851124762595843,0.009519223,12.527563,11.340449,12.012438,31,1.4748585,,62.04007660256979,10.472,0.019,10.013,0.018,9.879,0.014,902.283569,0.1506861,12.012438,3.2465669334142797,5104,100,14.149248410732838,0.5448700667641999,213.08,1.45,213.98029525620132,0.641721326449039
7305252,4610.337,100,0.04536245,0.06,5.672,0.013,297.8910253924181,0.009191685,42.8637263647748,0.010813195,0.9740560355811376,0.011411532,12.116774,10.723286,11.483304,31,1.4349966,,61.86217391439531,9.677,0.02,9.128,0.018,8.975,0.015,996.153137,0.17999999,11.483304,2.642317000355168,4705,100,31.890306510297044,1.382246273604448,55.4,0.49,54.63997759707848,0.385806178286509
7345128,4742.1445,100,-0.056359548,0.06,9.082,0.02,285.4009235856845,0.009061669,42.96141730231205,0.01043749,0.6502453790345576,0.010686291,13.361287,12.097755,12.802112,31,1.4596008,,64.94674390015233,11.178,0.023,10.624,0.03,10.514,0.018,1510.63086,0.099999994,12.802112,2.902664067935068,4793,100,18.12097489077006,0.9699720617370372,99.48,0.45,98.81779153171765,0.341053572761304
7346365,4672.673,100,0.06141645,0.06,5.294,0.011,285.96984664691865,0.008028032,42.92608819286005,0.00819574,0.7377566892805142,0.008701264,12.2562,10.944742,11.670066,31,1.4496568,,64.8070781651512,9.941,0.02,9.417,0.019,9.288,0.014,1299.0531,0.049999997,11.670066,2.620971992857939,4594,100,36.1070372563275,1.5615137656936966,52.39,0.62,51.30230562498714,0.461541140847005
7346442,4727.676,100,-0.20586155,0.06,5.221,0.012,286.0087945659438,0.008169741,42.99831936275995,0.008437336,0.7915329811715054,0.009129062,12.076234,10.826118,11.526149,31,1.4625412,,64.86952428421762,9.904,0.02,9.37,0.021,9.251,0.014,1215.93677,0.049999997,11.526149,2.591526098646568,4705,100,34.954155248125375,1.498091327165632,48.67,0.54,47.965845763244346,0.379273229527901
7346684,4528.8604,100,-0.12280155,0.06,3.341,0.039,286.11353441003234,0.008348431,42.96679121529695,0.009838478,0.2941260554270631,0.009754888,13.874107,12.532214,13.269093,31,1.4432014,,64.81923364682025,11.529,0.022,10.938,0.02,10.801,0.011,3108.84009,0.049999997,13.269093,2.323556039279458,4521,100,49.43310881394653,4.201029584114345,26.83,0.27,26.507846083609063,0.290372134148024
7347189,4755.354,100,-0.088284545,0.06,4.083,0.013,286.3369444263073,0.009243101,42.91035005132438,0.010698964,0.7400487081793691,0.010989886,11.348969,10.12632,10.813105,31,1.4672242,,64.72209743933769,9.241,0.021,8.68,0.026,8.592,0.012,1309.64343,0.049999997,10.813105,2.524416810822109,4758,100,77.89515803856078,3.849424197033713,41.58,0.71,40.60863052312057,0.452542265683029
7347195,4407.04,100,0.12328845,0.06,3.504,0.014,286.3377234016869,0.007312077,42.964848126093095,0.0082852105,0.4500300276759646,0.008460319,13.18063,11.7507305,12.523811,31,1.4278386,,64.77453790756034,10.732,0.021,10.085,0.017,9.944,0.012,2181.44604,0.049999997,12.523811,2.3589836053010775,4415,100,50.1112703311005,2.8935922473694973,29.51,0.39,28.80542171583933,0.277925606097298
7348314,4715.534,100,0.07815945,0.06,7.83,0.017,286.8266147306393,0.007995642,42.976808340481234,0.009768658,0.7984453782673164,0.009530806,12.67785,11.415084,12.11885,31,1.4590824,,64.69092860967726,10.463,0.019,9.943,0.018,9.845,0.012,1235.80774,0.06,12.11885,2.8282440576784307,4714,100,20.901095935186586,0.912054515682268,84.05,0.66,83.3604732734473,0.473889511822265
7349134,4588.9336,100,0.28964844,0.06,6.088,0.017,287.15912416870793,0.011464939,42.92399824155268,0.013818896,0.513769865003356,0.013789212,13.50427,12.112755,12.870714,31,1.4340689,,64.57405996082309,11.079,0.021,10.523,0.02,10.385,0.011,1938.24585,0.06,12.870714,2.688433748394485,4510,100,27.04490298413593,2.039415992282052,61.75,0.4,60.71409177086408,0.411942055498359
7350897,5038.874,100,-0.35207155,0.06,11.118,0.018,287.860138167378,0.008610139,42.9114285266919,0.009851333,0.6223440693833008,0.010125427,13.235125,12.116722,12.757101,31,1.4892894,,64.41929079608913,11.321,0.025,10.828,0.022,10.738,0.014,1569.05591,0.049999997,12.757101,3.030880170081858,4997,100,17.674145683345813,0.9514744719714,129.65,0.79,129.0684970113389,0.594579169105256
7352442,4609.394,100,-0.00909615,0.06,6.822,0.015,288.4609500629199,0.00938814,42.93602109504099,0.010377141,0.596676048455653,0.010898769,13.332246,12.02667,12.749242,31,1.4509745,,64.31676259062147,11.052,0.025,10.511,0.022,10.392,0.011,1643.11499,0.04,12.749242,2.7378635984155815,4596,100,20.99589214373998,1.2160126960359374,69.04,0.49,67.9736683757575,0.447636886239261
7364232,4674.8525,100,-0.34108156,0.06,5.608,0.014,292.2540739223824,0.008962811,42.90149360700265,0.009798551,1.064624266759813,0.010560533,11.638352,10.389796,11.089991,31,1.4628735,,63.41153979540813,9.474,0.02,8.933,0.023,8.815,0.015,916.66394,0.079768114,11.089991,2.6254446914668623,4766,100,30.97330266861806,1.2556517682413055,52.92,0.57,52.09054905529402,0.341782950052006
7367035,4779.5537,100,-0.32562155,0.06,5.634,0.011,293.1051203451208,0.012908448,42.94289461483616,0.015280022,0.4853533697107942,0.01654665,13.512155,12.21884,12.938084,31,1.4548613,,63.23754073161539,11.308,0.02,10.734,0.015,10.611,0.021,1995.55188,0.099999994,12.938084,2.6260487320397328,4744,100,28.40295031624587,2.603196144815856,52.41,0.48,51.49723462324327,0.389445039653344
7368013,4798.6045,100,0.01445545,0.06,7.854,0.019,293.3852827722887,0.008897764,42.925816288023405,0.009433626,0.7214856959575405,0.010227698,12.717729,11.4395075,12.1506405,31,1.4562837,,63.15012704959488,10.497,0.02,9.977,0.018,9.842,0.014,1367.10364,0.084320575,12.1506405,2.853114657324171,4741,100,26.191050454282987,1.2599450102244294,88.23,0.66,87.24507730849508,0.55291793158108
7375225,4868.5615,100,0.14376844,0.06,10.903,0.014,295.3761337573508,0.01017748,42.94204339523501,0.010890463,0.7403467899725217,0.0114149805,13.346408,11.987612,12.733359,31,1.4407411,,62.639989707159714,10.99,0.02,10.445,0.017,10.321,0.012,1332.85669,0.17,12.733359,3.0450096144354286,4782,100,17.0225268417839,0.8610595956950231,136.26,0.78,135.4079780019423,0.491027914948364
7376259,4789.8257,100,0.01717745,0.06,9.376,0.017,295.62655470429075,0.0076552257,42.95087034268815,0.008351021,0.7769661162923456,0.009055662,13.174261,11.817609,12.56255,31,1.4418434,,62.57994509396782,10.777,0.02,10.227,0.021,10.134,0.012,1272.51013,0.17,12.56255,2.932529515974706,4746,100,18.159300206337857,0.7917999553728947,106.03,0.72,105.41006906920676,0.526786226789149
7376659,4768.7393,100,-0.03749655,0.06,10.055,0.016,295.7379345975198,0.01165683,42.99366209510177,0.012385657,1.1895230051243475,0.013806332,12.131223,10.889536,11.584681,31,1.4628247,,62.58911278626726,9.972,0.02,9.435,0.021,9.341,0.014,818.21106,0.089999996,11.584681,2.960602527283724,4814,100,15.580033154703695,0.6745986811810605,113.36,0.74,112.58433366520642,0.576205556788783
7378432,4952.3,100,-0.13611154,0.06,11.01,0.015,296.1902006351985,0.007739154,42.90521402742562,0.009087832,0.6841562938095975,0.009334789,13.283479,12.00427,12.717056,31,1.4570172,,62.38239789433901,11.038,0.021,10.514,0.017,10.42,0.014,1433.77393,0.18259227,12.717056,3.0493179123619742,4938,100,20.10266139193576,0.9540762906741378,136.45,1.68,134.00506669211816,1.19275818837663
7382407,4707.0703,100,-0.077426545,0.06,4.756,0.012,297.0883156340308,0.007826083,42.95589904368898,0.009848525,1.035571420900004,0.009973371,11.396864,10.095321,10.819412,31,1.4534618,,62.17707795299872,9.136,0.021,8.561,0.02,8.437,0.016,946.631958,0.18094492,10.819412,2.5575890689897394,4865,100,52.49460168860591,2.1309189892016533,45.11,0.66,44.05081751708594,0.484503448058234
7382908,4835.226,100,-0.27980155,0.06,7.653,0.022,297.1934955744568,0.008797181,42.97033906272476,0.010763645,0.5464039782682095,0.010625319,13.785265,12.375091,13.145932,31,1.4332114,,62.1604667156073,11.284,0.021,10.718,0.017,10.62,0.016,1736.52649,0.22999999,13.145932,2.8210522846466506,4748,100,22.25704110084945,1.285530354141546,81.64,0.49,80.49197833331543,0.379647926172866
7385745,4564.662,100,0.22101845,0.06,5.857,0.016,297.79424871281407,0.0079252105,42.96501712656039,0.009245486,0.6736377942146395,0.009658816,13.178674,11.680484,12.484465,31,1.4161856,,61.98321639402381,10.579,0.024,9.976,0.018,9.818,0.016,1473.80591,0.17475224,12.484465,2.664394579376616,4530,100,28.70122693499558,1.4359250464541071,58.58,0.63,57.6633908424419,0.53139066457645
7417186,4633.2007,100,-0.56598157,0.06,5.608,0.017,281.0281833948187,0.009097753,43.03708125172273,0.00927938,0.3855021462444157,0.010038284,13.627642,12.412009,13.09696,31,1.4699128,,65.7171535718787,11.506,0.025,10.957,0.018,10.891,0.011,2425.02954,0.06,13.09696,2.607196089856751,4776,100,32.45342634040618,2.3331112515430643,50.97,0.55,50.44799056711365,0.386475626327762
7428217,4562.6343,100,-0.13858154,0.06,5.657,0.013,285.94295159164085,0.008082462,43.072647766683296,0.008193874,0.5251935658997595,0.009070588,13.307275,12.006273,12.727349,31,1.4520423,,64.95375866450588,11.075,0.021,10.51,0.022,10.389,0.014,1878.44885,0.06,12.727349,2.62530820529381,4650,100,28.190942369582757,1.5356926585613824,53.55,0.52,52.81573806565757,0.465653534185545
7428624,4312.942,100,0.18639845,0.06,2.521,0.02,286.12460001110003,0.00818831,43.0789745911034,0.0091419825,0.2695817551580694,0.009375385,13.778753,12.275582,13.078489,31,1.4150554,,64.92545268333589,11.202,0.023,10.553,0.02,10.38,0.011,3387.86377,0.06,13.078489,2.173693660063748,4330,100,76.48404161538515,6.765083690300671,19.47,0.34,19.057499848543195,0.223744257173115
7429055,4556.308,100,0.077257454,0.06,6.111,0.012,286.3044878320543,0.009308486,43.03668783654257,0.01032507,1.1227984029766431,0.010737673,11.778426,10.464579,11.189793,31,1.4483243,,64.85023959586431,9.515,0.021,8.969,0.017,8.82,0.012,866.917725,0.04,11.189793,2.6738192413634274,4598,100,24.80264622154963,1.0019639571665948,59.92,0.66,59.24771126614211,0.557922446672354
7430868,4567.5913,100,-0.13523155,0.06,5.674,0.016,287.0751203191897,0.010122295,43.00396515398483,0.011621254,1.6868939025537133,0.012001221,10.7950325,9.5185,10.22933,31,1.4590029,,64.66777730697058,8.539,0.019,7.997,0.024,7.891,0.021,585.826111,0.047107488,10.22933,2.6304631738385695,4631,100,27.27932025078109,0.9887210965742508,54.16,0.66,53.107464249720174,0.499948428501573
7431665,4722.0073,100,-0.03605555,0.06,5.461,0.022,287.37663878347337,0.0130922,43.00950709395725,0.015674306,1.063883739433782,0.01547321,11.503945,10.246331,10.94894,31,1.4602017,,64.61246273449157,9.305,0.021,8.783,0.016,8.66,0.011,916.276489,0.04,10.94894,2.635028606511515,4674,100,33.79015460348798,1.6535963619829452,53.83,1.04,52.29216330157691,0.675434353243764
7434436,4607.864,100,0.17143846,0.06,5.035,0.01,288.4788472765808,0.0104688145,43.06600693864954,0.012553157,0.3286289170278161,0.012446864,13.693118,12.370878,13.09846,31,1.4469388,,64.437292646216,11.382,0.023,10.856,0.02,10.731,0.011,2814.64233,0.089999996,13.09846,2.6150280137678545,4672,100,47.535404509719015,4.589824861535625,52.04,0.91,50.884378206319354,0.421138632640516
7435143,4504.134,100,0.30355844,0.06,6.167,0.013,288.7436429361271,0.00782317,43.09586081159279,0.008960305,0.868449843767369,0.009279413,12.592828,11.15987,11.9340925,31,1.4266714,,64.40895576752959,10.082,0.023,9.529,0.022,9.387,0.014,1123.12073,0.08,11.9340925,2.693982340197435,4479,100,23.227379005852622,0.9987038858564574,63.13,0.97,62.121211346545344,0.626870564999598
7439931,5020.242,100,-0.05889855,0.06,17.353,0.093,290.2924762788692,0.008055489,43.05813010059346,0.009244483,1.3158093865983185,0.00934411,12.092592,10.97952,11.617023,31,1.4893711,,64.02736162001123,10.181,0.025,9.709,0.019,9.625,0.011,739.881897,0.07,11.617023,3.3015849388848766,5077,100,11.329362988458511,0.4419668668048047,242.26,1.59,242.7705974406588,1.04422119238153
7440390,4976.996,100,-0.11626155,0.06,13.1,0.013,290.4193920934777,0.00749366,43.09219435100778,0.00857799,0.9346872041597536,0.009027506,12.681083,11.502905,12.170548,31,1.476621,,64.03038858854207,10.632,0.023,10.133,0.019,10.064,0.011,1056.05884,0.08,12.170548,3.149511370615172,4937,100,14.477360080086294,0.6027144640165663,171.43,1.95,168.24506266855542,1.14746927087264
7445517,4728.1875,100,0.15846846,0.06,5.905,0.014,291.97532020415844,0.011473813,43.03589593028487,0.012206087,0.4534514457683338,0.01352194,13.493428,12.180142,12.905345,31,1.449364,,63.60661817019921,11.223,0.02,10.647,0.017,10.536,0.016,2160.59521,0.07,12.905345,2.7131066699692163,4646,100,32.44972177405751,2.6506355372622963,64.39,0.8,63.15053867101367,0.582835792367427
7445698,4737.297,100,-0.10837155,0.06,4.152,0.011,292.0379245996683,0.008621775,43.00107648932626,0.008633929,0.5831118570363895,0.009790538,12.327548,11.0149,11.741348,31,1.449946,,63.558476350140616,10.037,0.021,9.494,0.017,9.375,0.015,1623.75623,0.08,11.741348,2.5114099475738967,4654,100,54.97970058762577,2.877422611556053,40.43,0.53,39.69681195714775,0.316969646693142
7446296,4848.568,100,-0.37479156,0.06,6.684,0.016,292.219449917835,0.007935124,43.05637019322145,0.008691247,0.7354253684220662,0.009417255,12.50721,11.268115,11.963926,31,1.4648584,,63.56588628316083,10.342,0.021,9.824,0.021,9.693,0.014,1319.45557,0.089999996,11.963926,2.7461350643835254,4798,100,29.59137105306263,1.3492113220908166,68.61,0.48,67.54848828829624,0.392915360393388
7446648,4801.146,100,0.07285845,0.06,11.957,0.021,292.3313597466717,0.008690055,43.08050489848296,0.009863119,0.8248884644131435,0.010367609,13.216195,11.929667,12.642821,95,,1.4547437,63.560906429583575,10.975,0.02,10.443,0.017,10.33,0.015,1199.16602,0.099999994,12.642821,3.0708642055411675,4760,100,13.218036343883997,0.5979068342048066,145.63,0.71,145.0492022989337,0.684513778518488
7448051,4518.5996,100,0.000261,0.06,3.815,0.013,292.7644440672153,0.010197957,43.09411720051139,0.011702047,0.8553700607053645,0.012214285,11.6946125,10.32449,11.073626,31,1.4379658,,63.465527176566255,9.28,0.021,8.698,0.026,8.573,0.015,1130.43738,0.04,11.073626,2.4189687660211914,4464,100,49.69424580403403,2.404171561775435,33.46,0.52,33.07195590527208,0.274218714082108
7449159,4810.084,100,0.12223845,0.06,7.123,0.013,293.08675773064925,0.009505249,43.03654934803542,0.011131432,0.5984064737522571,0.011882282,12.962154,11.672694,12.387982,31,1.4537061,,63.330035394196464,10.752,0.02,10.196,0.017,10.089,0.021,1652.50757,0.08725738,12.387982,2.8050391860153634,4744,100,30.80342063265018,1.842898923751303,78.89,1.14,76.3737641377073,0.808841739978099
7450230,4804.0347,100,-0.102241546,0.06,16.74,0.025,293.3914807830123,0.01165685,43.03586846177681,0.0119378045,5.0844241114256645,0.0130472025,9.562262,8.396199,9.058758,31,1.4797336,,63.25162120863723,7.537,0.026,7.039,0.021,6.951,0.018,195.799377,0.0,9.058758,3.238745872315345,4784,100,7.786448177593826,0.2791461876910786,214.29,1.36,215.66467642419244,0.967922409120494
7457184,4767.8237,100,0.30853844,0.06,5.913,0.017,295.27832423371353,0.011675194,43.05149676756063,0.014223118,0.7686969348190169,0.013766915,12.199117,10.83831,11.585077,31,1.4401386,,62.76817370870047,9.832,0.022,9.301,0.019,9.141,0.015,1252.2832,0.11,11.585077,2.728334473916365,4652,100,40.48172615807397,2.260384459574478,66.41,0.93,65.94417052111903,0.607770722569224
7458106,4686.7974,100,-0.12218155,0.06,4.647,0.013,295.4967360332723,0.017775495,43.06398308387144,0.019123448,0.5776502872281539,0.020909812,12.980356,11.545447,12.324056,31,1.4275247,,62.72033317101027,10.465,0.021,9.851,0.017,9.708,0.012,1724.21069,0.20463613,12.324056,2.5503484481505514,4643,100,46.90445728694175,4.629247425438944,44.46,0.39,43.611936052471954,0.302251513104546
7461851,4577.4688,100,-0.09259055,0.06,3.195,0.019,296.3532587083542,0.008553493,43.02993778597604,0.009763871,0.3450456788537338,0.010085133,13.7630415,12.265888,13.0716715,31,1.4170017,,62.452382197452174,11.157,0.021,10.498,0.017,10.344,0.012,2688.72925,0.17,13.0716715,2.3204994699792687,4474,100,56.98934852634043,4.410283383446163,26.5,0.45,26.011318224828173,0.299256085414267
7462845,4625.3477,100,0.16977845,0.06,4.841,0.015,296.55759534922294,0.009828353,43.08471877478274,0.012056638,1.0007921808415996,0.012161432,11.604657,10.215216,10.973572,31,1.4352939,,62.4457811775856,9.2,0.021,8.62,0.026,8.459,0.012,979.581543,0.16,10.973572,2.5848965021277,4677,100,47.47877932387504,2.1179940037671656,48.46,0.63,47.627763522213755,0.439698999638948
7464220,4938.1978,100,0.02008945,0.06,8.668,0.015,296.8582028732582,0.0077950736,43.07526033891923,0.0088040745,0.4771717297186773,0.009239498,13.791074,12.379711,13.149497,31,1.4336963,,62.35233212433915,11.329,0.021,10.752,0.019,10.631,0.016,1974.37793,0.25,13.149497,2.939276763233705,4823,100,29.630353114973975,1.6974958590959872,106.06,1.19,103.64185965524896,0.803367278388258
7465477,4929.2554,100,-0.17186154,0.06,9.423,0.015,297.11858111166936,0.009025047,43.04943767468119,0.011241173,1.1443250625599868,0.011045058,11.8976145,10.662973,11.357217,31,1.4656802,,62.2546527295487,9.792,0.022,9.266,0.018,9.156,0.016,846.352722,0.1520411,11.357217,2.9477193436548417,5002,100,23.06884849022559,0.9450229607215448,108.24,1.22,106.54076063905978,1.56378995669751
7468893,4918.2,100,-0.035246547,0.06,7.798,0.016,297.80608591158443,0.0077198124,43.020109559793866,0.009326739,0.8072816374669433,0.009350806,12.336346,11.04992,11.765798,31,1.4548662,,62.03040055214809,10.118,0.022,9.612,0.018,9.477,0.016,1190.62732,0.17031033,11.765798,2.872314694435086,4933,100,32.29797934797844,1.4118424070229365,91.09,0.66,89.62809508314352,0.494939427088925
7499531,4807.2983,100,0.034383453,0.06,6.115,0.014,280.43928235026345,0.008644352,43.14710051197429,0.010132486,0.4579392630131764,0.010426382,13.138112,11.889981,12.586916,31,1.4615854,,65.90311040087019,11.013,0.024,10.485,0.032,10.36,0.021,2157.42456,0.07,12.586916,2.752865373562965,4794,100,41.35770875251286,2.7697650400706593,69.98,0.57,68.46024574519276,0.392239790622818
7500388,4656.5864,100,-0.41003156,0.06,4.674,0.014,280.90134253382007,0.008948371,43.13770364785243,0.009573314,0.6742563168630126,0.009987806,12.310566,11.039883,11.749949,31,1.4593544,,65.83313140329952,10.085,0.023,9.509,0.018,9.417,0.011,1413.46692,0.07,11.749949,2.5102489047412773,4677,100,40.52824204475355,2.005484528915119,40.67,0.47,39.73521887098737,0.276181344574866
7501516,4664.6987,100,0.27895844,0.06,7.853,0.011,281.5268975996293,0.011353672,43.13011784168551,0.011791312,0.5358076362263566,0.012560091,13.751467,12.43887,13.162168,31,1.4488617,,65.7395792489432,11.492,0.022,10.945,0.021,10.806,0.011,1773.01221,0.049999997,13.162168,2.843360751270059,4632,100,17.01829058135348,1.1312917603943289,87.5,0.92,85.01410510181081,0.584513678483957
7501667,4696.644,100,0.22849846,0.06,13.91,0.019,281.6056507699022,0.008754643,43.18648214247085,0.009021659,0.8787974609393726,0.009690386,13.280668,12.01451,12.718621,31,1.4581492,,65.7837092056874,11.104,0.022,10.601,0.021,10.474,0.011,1124.00647,0.049999997,12.718621,3.140529229503054,4737,100,9.83443143745194,0.426405764959294,172.86,1.02,173.2503623111905,0.872975613044801
7501722,4701.1797,100,0.28160846,0.06,10.98,0.02,281.6420137823192,0.007402906,43.13341334856876,0.008192474,0.9210070925726322,0.008548668,12.890556,11.609684,12.320968,31,1.4554493,,65.72648400805,10.705,0.021,10.149,0.023,10.062,0.011,1076.63086,0.049999997,12.320968,3.017788713256208,4709,100,12.951028889415063,0.5211966052880728,130.24,0.82,129.77034580189584,0.624937771051162
7502157,4805.2944,100,-0.16065155,0.06,6.304,0.017,281.85416902263705,0.009509946,43.13455644467222,0.009462882,0.4757942904713656,0.010372461,13.24103,12.032864,12.713108,31,1.4696553,,65.69711999228919,11.147,0.021,10.623,0.018,10.531,0.011,2045.67078,0.06,12.713108,2.7262247548168963,4817,100,33.05159797541314,2.1119276186181413,65.83,0.55,64.47273578302692,0.463460907723137
7504619,4862.75,100,0.02333545,0.06,17.562,0.031,283.0341581196876,0.0072214874,43.10850682854284,0.008104273,1.2578494161605756,0.008352832,12.63172,11.430219,12.107022,31,1.4715452,,65.4929655591498,10.563,0.022,10.061,0.018,9.949,0.016,787.295654,0.089999996,12.107022,3.2785199356108516,4926,100,8.827892065503459,0.3271968701572874,233.42,1.28,234.27202025908065,0.851188988744995
7513379,4973.021,100,-0.12252155,0.06,9.048,0.014,286.90709613354807,0.008490469,43.155447159862845,0.009309579,0.7548300247716095,0.0097979205,12.40563,11.275975,11.920476,31,1.4860872,,64.84697520188443,10.447,0.022,9.981,0.018,9.893,0.012,1274.39026,0.049999997,11.920476,2.9568410930984403,4975,100,24.92512584371808,1.1505508124828978,110.05,0.9,108.11399919155724,0.725222228646835
